Model,Avg,ar-acc,ar-acc_stderr,ar-acc_norm,ar-acc_norm_stderr,bn-acc,bn-acc_stderr,bn-acc_norm,bn-acc_norm_stderr,ca-acc,ca-acc_stderr,ca-acc_norm,ca-acc_norm_stderr,da-acc,da-acc_stderr,da-acc_norm,da-acc_norm_stderr,de-acc,de-acc_stderr,de-acc_norm,de-acc_norm_stderr,es-acc,es-acc_stderr,es-acc_norm,es-acc_norm_stderr,eu-acc,eu-acc_stderr,eu-acc_norm,eu-acc_norm_stderr,fr-acc,fr-acc_stderr,fr-acc_norm,fr-acc_norm_stderr,gu-acc,gu-acc_stderr,gu-acc_norm,gu-acc_norm_stderr,hi-acc,hi-acc_stderr,hi-acc_norm,hi-acc_norm_stderr,hr-acc,hr-acc_stderr,hr-acc_norm,hr-acc_norm_stderr,hu-acc,hu-acc_stderr,hu-acc_norm,hu-acc_norm_stderr,hy-acc,hy-acc_stderr,hy-acc_norm,hy-acc_norm_stderr,id-acc,id-acc_stderr,id-acc_norm,id-acc_norm_stderr,it-acc,it-acc_stderr,it-acc_norm,it-acc_norm_stderr,kn-acc,kn-acc_stderr,kn-acc_norm,kn-acc_norm_stderr,ml-acc,ml-acc_stderr,ml-acc_norm,ml-acc_norm_stderr,mr-acc,mr-acc_stderr,mr-acc_norm,mr-acc_norm_stderr,ne-acc,ne-acc_stderr,ne-acc_norm,ne-acc_norm_stderr,nl-acc,nl-acc_stderr,nl-acc_norm,nl-acc_norm_stderr,pt-acc,pt-acc_stderr,pt-acc_norm,pt-acc_norm_stderr,ro-acc,ro-acc_stderr,ro-acc_norm,ro-acc_norm_stderr,ru-acc,ru-acc_stderr,ru-acc_norm,ru-acc_norm_stderr,sk-acc,sk-acc_stderr,sk-acc_norm,sk-acc_norm_stderr,sr-acc,sr-acc_stderr,sr-acc_norm,sr-acc_norm_stderr,sv-acc,sv-acc_stderr,sv-acc_norm,sv-acc_norm_stderr,ta-acc,ta-acc_stderr,ta-acc_norm,ta-acc_norm_stderr,te-acc,te-acc_stderr,te-acc_norm,te-acc_norm_stderr,uk-acc,uk-acc_stderr,uk-acc_norm,uk-acc_norm_stderr,vi-acc,vi-acc_stderr,vi-acc_norm,vi-acc_norm_stderr,zh-acc,zh-acc_stderr,zh-acc_norm,zh-acc_norm_stderr
EMMA-500 Llama 2 7B,29.52819796956761,31.137724550898206,1.3549170237200154,36.27031650983747,1.4067765882432828,22.92557741659538,1.229968134184357,27.11719418306245,1.3008088888700327,35.24871355060034,1.399693267467486,37.307032590051456,1.4169084942119283,32.99057412167952,1.3769355412695303,37.789203084832906,1.4199317617915839,34.901625320787,1.3947182296463898,37.98118049615056,1.4201184043263488,36.06837606837607,1.404474657294887,39.743589743589745,1.4312909248024686,24.51669595782074,1.275781173800853,27.06502636203866,1.3176252539266997,37.211291702309666,1.4143494499252764,41.57399486740804,1.442090626339644,24.39655172413793,1.2615175805461416,25.43103448275862,1.2791437539377009,25.59931506849315,1.2775185400946707,30.47945205479452,1.3474874927819978,32.0786997433704,1.3658089444975752,36.18477331052181,1.4060593893704965,27.99657534246575,1.3142972628231626,34.50342465753425,1.3915697191796974,21.363636363636363,1.2363756793387513,26.090909090909093,1.3246303145925027,34.1025641025641,1.3865020611906842,38.63247863247864,1.4240929032392637,35.15825491873396,1.3970745495642016,38.57998289136014,1.4243429178521563,22.473867595818817,1.2324839128162821,26.132404181184672,1.2972836854823517,22.15411558669002,1.2294254949112398,27.933450087565674,1.3282699056000362,25.627705627705627,1.2851610325463523,27.0995670995671,1.308408406768258,24.294268605645854,1.254858835277389,24.721984602224122,1.2622759999132593,33.61847733105218,1.382264655538516,36.0136869118905,1.4046105119359267,35.8974358974359,1.4030145004220056,38.97435897435898,1.4263904086625363,31.876606683804624,1.3646928086614916,36.67523564695801,1.4113150488758528,30.710008554319934,1.3497514452902164,34.98716852010265,1.395508601175816,28.999144568006844,1.327709194338097,34.81608212147134,1.3939229153926036,30.966638152266896,1.3528670522028534,34.64499572284004,1.3923174247788523,34.33476394849785,1.3917406032535689,39.2274678111588,1.4311076833129739,22.854640980735553,1.243080580014631,24.69352014010508,1.2766294350256846,21.228070175438596,1.2116554440051412,25.17543859649123,1.286023043636897,31.394354148845167,1.35795157681858,35.41488451668092,1.3993866092466622,31.28205128205128,1.3560492090917606,33.675213675213676,1.3822476307770626,31.965811965811962,1.363952410417975,37.43589743589744,1.4154661190814406
Occiglot Mistral 7B v0.1,29.766731270630803,22.412318220701454,1.2201644195165724,25.491873396065014,1.2752087293439995,18.477331052181352,1.1356314030384123,24.2087254063302,1.2533551392825635,39.36535162950257,1.4313786547415366,43.05317324185249,1.4506892243841998,34.10454155955441,1.3883039991187822,37.01799485861182,1.4140521019114645,45.08126603934987,1.455917911815609,48.16082121471343,1.462024252732681,45.2991452991453,1.4559109233865106,50.17094017094017,1.4623799050537032,21.26537785588752,1.2134983591159265,24.69244288224956,1.2788543248192497,46.535500427715995,1.4594980731782443,50.898203592814376,1.4627782577773945,21.379310344827587,1.2042691258206932,22.844827586206897,1.2332034965197172,21.147260273972606,1.195363583279775,25.17123287671233,1.2704310825494634,30.710008554319934,1.349751445290216,35.58597091531223,1.4009035017396712,28.339041095890412,1.3191629799769404,34.16095890410959,1.388261714817633,20.454545454545457,1.2167567220140727,26.545454545454543,1.3320041402304827,30.512820512820515,1.3467477651314563,34.61538461538461,1.3914420117579693,43.969204448246366,1.4523332387863621,49.01625320786997,1.4627311438489803,20.557491289198605,1.1932455506057493,25.174216027874564,1.2815097250459677,21.71628721541156,1.220634592760549,28.19614711033275,1.3320665905079783,20.692640692640694,1.1925093659563943,23.203463203463205,1.2426371073994964,21.55688622754491,1.203230980984965,24.807527801539777,1.2637393362725737,34.217279726261765,1.3882165990917792,38.32335329341318,1.4225603731107912,43.675213675213676,1.4506413076796227,46.23931623931624,1.4582461481574505,33.16195372750643,1.3787408796229617,38.47472150814053,1.4248372528066247,33.61847733105218,1.382264655538516,38.66552609067579,1.424927810355684,28.143712574850298,1.3158356829450075,34.13173652694611,1.3873814321639077,30.28229255774166,1.3444495274526855,35.50042771599658,1.4001474982174307,34.506437768240346,1.3933906115538721,39.91416309012876,1.4354004595349883,21.71628721541156,1.2206345927605495,25.569176882662,1.2914927200463922,20.614035087719298,1.1986475646951524,24.561403508771928,1.2754443900304429,30.28229255774166,1.3444495274526862,34.81608212147134,1.3939229153926036,24.358974358974358,1.2554544142290676,28.205128205128204,1.316144264808026,34.61538461538461,1.3914420117579689,39.914529914529915,1.4323296609432232
Occiglot Mistral 7B v0.1 Instruct,30.88438593859394,23.011120615911036,1.2315766949207279,26.689478186484173,1.2942905355426193,18.477331052181352,1.135631403038412,25.149700598802394,1.2695264661866257,41.080617495711834,1.4414003133404816,44.682675814751285,1.45658960362837,35.132819194515854,1.3980404489227942,39.0745501285347,1.4288843856553144,46.535500427715995,1.4594980731782445,51.32591958939264,1.4624998352776108,47.6068376068376,1.4607124050727929,51.70940170940172,1.461533565895572,20.650263620386646,1.2004810580937473,24.604569420035148,1.2773213319676244,50.29940119760479,1.4629881104802587,52.69461077844312,1.4608882269370707,21.810344827586206,1.2130094853055453,23.448275862068964,1.2444894741087844,22.26027397260274,1.2177309028590952,24.143835616438356,1.2527463449450362,32.84858853721129,1.3742460837344115,37.46792130025663,1.416314857981058,30.39383561643836,1.346421935826851,36.38698630136986,1.4083500096995816,20.727272727272727,1.222740041957467,26.181818181818183,1.3261197012809791,31.11111111111111,1.354020050237131,35.47008547008547,1.3992792913816143,46.877673224978615,1.4601589903081698,50.213857998289136,1.463000957627019,20.121951219512198,1.1837692673628972,24.21602787456446,1.2649065086130233,20.84063047285464,1.2024409765859663,27.32049036777583,1.319190202176917,20.952380952380953,1.198003765536444,23.636363636363637,1.250635428677938,22.15568862275449,1.215163302884533,24.379811804961506,1.256355744834142,37.040205303678356,1.4130154900765481,40.7185628742515,1.4375870804121016,44.18803418803419,1.452475263567353,47.09401709401709,1.4599164650716356,35.47557840616967,1.4011270816526615,40.102827763496144,1.4352956980202831,35.24379811804961,1.3978501429969667,40.975192472198465,1.4389853401438975,28.91360136869119,1.3265478787531881,35.0727117194183,1.3962940383743037,32.67750213857998,1.3724076021999816,36.954662104362704,1.4123413837443286,37.08154506437768,1.4157658917359992,42.317596566523605,1.4481237646355136,21.891418563922944,1.2241749979625687,27.32049036777583,1.3191902021769173,20.701754385964914,1.2005313441504608,24.736842105263158,1.278502214798485,31.394354148845167,1.3579515768185777,36.52694610778443,1.4088993137853631,24.871794871794872,1.2642932367120872,28.717948717948715,1.3233037605915332,35.04273504273504,1.3954221332102448,41.623931623931625,1.441722629030482
BLOOM 7B,23.650089787895677,26.77502138579983,1.2956065011399722,31.223267750213857,1.3559339165224316,21.899059024807528,1.2100949230812852,25.748502994011975,1.2794024494042346,31.646655231560892,1.3626390501352552,33.704974271012006,1.3849194322769698,20.22279348757498,1.1762799941459956,22.964867180805484,1.2317628783777133,21.984602224123183,1.2117919085693585,25.064157399486742,1.2680895706050923,33.418803418803414,1.3796343225403471,37.52136752136752,1.416112744427507,21.8804920913884,1.2261061184500233,25.746924428822492,1.2967004759421104,31.907613344739094,1.3638764083011023,36.69803250641574,1.41029047721974,22.586206896551726,1.2282566008577944,23.70689655172414,1.2492181199376478,23.544520547945204,1.241977721473186,29.36643835616438,1.3332014075339709,19.503849443969205,1.1593813305273049,23.69546621043627,1.2441890624187788,19.09246575342466,1.1505091182551876,23.715753424657535,1.2450891991896842,21.09090909090909,1.2305870022731866,26.181818181818183,1.3261197012809796,30.17094017094017,1.3424720842862012,34.52991452991453,1.3906311395376318,23.781009409751924,1.2457339987221745,28.40034217279726,1.3194588131940976,22.473867595818817,1.2324839128162817,24.825783972125436,1.2755698069897392,21.541155866900176,1.2170618023983255,26.182136602451838,1.3014888606196549,23.03030303030303,1.2393866394640862,26.406926406926406,1.297700565515732,21.04362703165098,1.1927034390803464,21.899059024807528,1.210094923081286,19.58939264328486,1.1613035012800896,22.92557741659538,1.229968134184357,34.1025641025641,1.386502061190684,39.31623931623932,1.4286142338995345,20.47986289631534,1.1818240057639973,27.249357326478147,1.3039089726163429,21.300256629597946,1.198002307808546,26.518391787852863,1.2916400307292286,20.01710863986313,1.1707867575185045,24.807527801539777,1.2637393362725735,18.733960650128314,1.1416892912779317,23.86655260906758,1.2472719983622025,19.2274678111588,1.1550915461431586,24.463519313304722,1.2599733245069633,22.679509632224168,1.2397134348639447,23.380035026269702,1.2529990192849199,20.350877192982455,1.1929444014041126,24.912280701754387,1.28153165754881,21.129170230966636,1.1944775855736838,24.379811804961506,1.2563557448341423,27.350427350427353,1.3037410338376163,31.709401709401707,1.361028524106659,30.5982905982906,1.347802974882896,35.8974358974359,1.4030145004220054
BLOOMZ 7B,23.94966932092027,29.426860564585116,1.3334301264787736,32.84858853721129,1.3742460837344106,21.72797262617622,1.2066782166932088,25.491873396065014,1.2752087293439993,31.217838765008576,1.357614171913072,35.077186963979415,1.3981316936172223,19.28020565552699,1.1553048038974252,23.221936589545844,1.2365694675250531,21.55688622754491,1.2032309809849673,25.66295979469632,1.2780109740125123,32.05128205128205,1.3649164906748312,37.35042735042735,1.41481478134478,24.340949033391915,1.2726792573458203,26.801405975395433,1.3135600331426978,32.93413173652694,1.3751575689336035,38.15226689478187,1.4213487288956097,23.53448275862069,1.2460728290837413,24.051724137931036,1.255423773980067,24.40068493150685,1.2572582989121106,28.424657534246577,1.3203647147097166,19.58939264328486,1.1613035012800903,22.668947818648416,1.2250990967257065,19.09246575342466,1.1505091182551874,23.972602739726025,1.2497041952846244,21.09090909090909,1.2305870022731864,26.0,1.3231335679289948,30.512820512820515,1.3467477651314574,36.41025641025641,1.407337143346541,26.09067579127459,1.2849045244240265,29.769033361847736,1.337904972900519,21.428571428571427,1.211566412939168,24.303135888501743,1.266451004657194,21.541155866900176,1.217061802398326,26.26970227670753,1.3028899886377459,24.761904761904763,1.2705975575158908,25.36796536796537,1.2808626283453244,20.273738237810093,1.1763761111284612,23.952095808383234,1.2488030869680082,19.16167664670659,1.1516061642323943,22.840034217279726,1.2283523666042822,34.44444444444444,1.3898152979173497,40.256410256410255,1.4343525971288211,20.7369323050557,1.187294396421755,25.96401028277635,1.2839793947070193,21.471343028229256,1.2014958326088983,26.860564585115483,1.2969163006892317,20.188195038494438,1.1745212828863554,24.550898203592812,1.2593293013246192,18.81950384944397,1.1436905010368699,24.2087254063302,1.2533551392825655,20.085836909871244,1.174303495627476,24.206008583690988,1.2554588730022642,22.15411558669002,1.2294254949112398,24.69352014010508,1.2766294350256855,19.824561403508774,1.1813010882930282,26.14035087719298,1.3019594686723093,19.24721984602224,1.1535630155404812,23.86655260906758,1.2472719983622025,29.31623931623932,1.3313943127647683,33.84615384615385,1.3839645184134621,32.136752136752136,1.3658753153395775,37.77777777777778,1.4180244103534083
YaYi 7B,24.441254603394963,30.11120615911035,1.3422902247889157,31.993156544054745,1.3648453136149978,21.899059024807528,1.2100949230812852,26.860564585115483,1.2969163006892306,31.818181818181817,1.364611434453589,35.763293310463126,1.4042596701275896,19.96572407883462,1.170661315607023,24.507283633247642,1.2596527511114992,22.070145423438838,1.213481358026379,27.11719418306245,1.3008088888700329,35.04273504273504,1.3954221332102446,40.0,1.4328422047021536,22.671353251318102,1.2417343486074819,27.416520210896312,1.3229542513966897,35.24379811804961,1.3978501429969672,41.57399486740804,1.4420906263396445,22.155172413793103,1.2198620753640537,23.189655172413794,1.2396962423413043,24.486301369863014,1.258748709554488,28.93835616438356,1.327452915020051,19.332763045337895,1.1555111310342436,23.86655260906758,1.2472719983622027,18.835616438356166,1.144556505760248,25.77054794520548,1.2803081961884828,20.363636363636363,1.2147433518027935,26.727272727272727,1.3349028329850874,33.84615384615385,1.383964518413462,37.60683760683761,1.416754663835388,25.748502994011975,1.2794024494042344,29.94011976047904,1.3401087427687526,21.777003484320556,1.2186656657789663,24.56445993031359,1.2710420048124769,21.80385288966725,1.2224088258595893,25.04378283712785,1.2826582911199609,24.58874458874459,1.2676032934450923,26.147186147186147,1.2935794224165842,20.70145423438837,1.1855274590585603,24.2087254063302,1.2533551392825657,19.931565440547477,1.168906980939449,23.52437981180496,1.2410782760857486,37.17948717948718,1.413497942595009,42.05128205128205,1.443790836163616,20.822622107969153,1.189101675771313,25.79263067694944,1.2812151415021142,20.958083832335326,1.1909213889029402,28.22925577416595,1.3170492574120998,18.391787852865697,1.1335938595498145,24.721984602224122,1.2622759999132596,19.503849443969205,1.1593813305273042,24.379811804961506,1.2563557448341423,19.48497854077253,1.1609457667430685,25.579399141630898,1.2788372127032699,23.117338003502628,1.2480738828940319,25.04378283712785,1.2826582911199609,19.912280701754387,1.1832638702678648,25.263157894736842,1.2875061964985506,21.129170230966636,1.194477585573683,24.636441402908467,1.2608059960468694,30.94017094017094,1.3519693572847193,34.27350427350427,1.3881686713767998,33.84615384615385,1.3839645184134621,40.34188034188034,1.4348469975837548
Aya 23 8B,31.08376336918626,37.12574850299401,1.413684843220683,41.57399486740804,1.4420906263396436,19.16167664670659,1.1516061642323934,24.46535500427716,1.2578458921815738,32.84734133790737,1.3760010170739774,35.59176672384219,1.4027571911128236,27.677806341045414,1.3102445237632403,30.848329048843187,1.3525953388776384,43.627031650983746,1.4510816921925729,45.85115483319076,1.4579690919566584,41.452991452991455,1.4408641561899975,47.6068376068376,1.4607124050727933,21.0896309314587,1.2098214905432942,24.868189806678384,1.2818989172828472,43.883661248930714,1.452026925377903,47.81864841745082,1.4616213861436893,21.551724137931032,1.2077887868522073,23.017241379310345,1.2364645029152566,32.02054794520548,1.3657392208521857,33.30479452054795,1.3796383521999915,24.03763900769889,1.250327289928353,28.74251497005988,1.3242079986931787,21.147260273972606,1.1953635832797749,28.51027397260274,1.3215606038071142,19.818181818181817,1.2024610232776685,26.272727272727277,1.3276017527651391,39.914529914529915,1.4323296609432232,45.72649572649573,1.457037187691782,42.25834046193327,1.4453713047375703,47.39093242087254,1.461021166142853,20.38327526132404,1.189480781628495,24.738675958188153,1.2740675198098828,20.928196147110334,1.2042978180886241,24.430823117338004,1.272033571544717,22.770562770562773,1.2344554255700513,24.415584415584416,1.2645813931218859,23.781009409751924,1.2457339987221747,25.235243798118052,1.2709568078481357,42.17279726261762,1.4449768025902368,45.50898203592814,1.457100810499236,44.1025641025641,1.452180523174299,48.547008547008545,1.4617708467524375,39.93144815766924,1.4342730433140216,44.64438731790917,1.455844497661659,38.66552609067579,1.424927810355684,43.541488451668094,1.450757840626912,29.683490162532078,1.3367946956207502,34.217279726261765,1.3882165990917794,25.83404619332763,1.280787521481628,30.624465355004276,1.3487020197327897,29.184549356223176,1.3324901805201246,35.622317596566525,1.4036287804059342,22.329246935201404,1.232886150520929,25.481611208406306,1.2900375399847572,21.140350877192983,1.2098224905923936,23.684210526315788,1.2597222349384019,38.32335329341318,1.4225603731107912,41.830624465355,1.4433543098794375,38.71794871794872,1.4246742064111817,41.53846153846154,1.4412956243853876,38.034188034188034,1.4198938935522063,44.95726495726496,1.4549319748953662
Aya Expanse 8B,36.56171934192799,42.857142857142854,1.448008667998894,49.700598802395206,1.4629881104802571,22.3267750213858,1.2185048029719046,27.2027373823781,1.3020942092436656,39.708404802744425,1.433529534253065,43.739279588336196,1.4533676683263785,32.819194515852615,1.3751095147143395,36.93230505569837,1.4133750189241698,48.67408041060736,1.46249983527761,53.036783575705726,1.4603134472811787,52.3931623931624,1.4607124050727938,56.92307692307692,1.448302450440892,23.022847100175746,1.2484760178407743,26.977152899824254,1.316276734864585,52.5235243798118,1.461149805470971,55.688622754491014,1.453514744435701,21.637931034482758,1.209536824761113,23.53448275862069,1.2460728290837415,34.67465753424658,1.393193725239768,37.928082191780824,1.4203409080719847,32.24978614200171,1.3677204275012564,36.61248930710009,1.4095972894279236,22.602739726027394,1.2243565469825406,28.339041095890412,1.3191629799769404,20.272727272727273,1.212720438090739,27.727272727272727,1.3503363311823116,49.743589743589745,1.4623692220064295,53.58974358974359,1.4586146388393182,52.266894781864835,1.4615099353534884,55.08982035928144,1.4554143506627057,19.77351916376307,1.1760320204884365,25.087108013937282,1.280035081830022,23.555166374781088,1.2562449696541402,26.882661996497376,1.3125126546301376,28.57142857142857,1.3298389702397484,29.43722943722944,1.3416318947683255,26.34730538922156,1.2889646336321776,28.40034217279726,1.3194588131940985,49.272882805816934,1.4628596328069858,52.01026518391788,1.461831404920882,51.36752136752136,1.4618413822826715,57.26495726495726,1.4468692480631686,50.471293916023996,1.4642034821322174,53.72750642673522,1.4601938638174725,47.21984602224123,1.460750986679653,50.04277159965783,1.463013804660994,38.23781009409752,1.4219568830456766,40.633019674935845,1.437111972522202,29.769033361847736,1.337904972900518,35.58597091531223,1.400903501739671,36.22317596566524,1.4087963470139822,40.60085836909872,1.439399018050042,24.168126094570926,1.2673733216040757,25.481611208406306,1.290037539984757,20.964912280701757,1.2061314241855754,23.333333333333332,1.253227226064077,46.44995722840034,1.4593220642682299,49.01625320786997,1.4627311438489803,47.350427350427346,1.4603337457855623,50.427350427350426,1.462335035730739,45.8974358974359,1.45745743658475,51.11111111111111,1.462027323277817
Llama 3 8B,34.7957031090527,34.13173652694611,1.3873814321639084,38.06672369546621,1.4207359046710968,24.807527801539777,1.2637393362725757,30.453378956372966,1.3465867574563846,42.19554030874786,1.4469415454638752,45.96912521440824,1.4601287639329255,38.64610111396744,1.426016829018165,43.44473007712082,1.4516296030642397,41.48845166809239,1.441660460861825,46.621043627031646,1.4596697687347548,47.008547008547005,1.4597687833248822,51.02564102564102,1.462080750224359,25.57117750439367,1.2937957055104607,29.789103690685415,1.356284330774757,45.25235243798118,1.456404091920012,49.5295124037639,1.462949568362999,25.17241379310345,1.2748279631990251,25.17241379310345,1.2748279631990251,30.47945205479452,1.3474874927819978,34.417808219178085,1.3907502303960886,36.783575705731394,1.4109788842173,40.975192472198465,1.4389853401438972,35.78767123287671,1.4032676125033732,41.01027397260274,1.4397898143377603,21.727272727272727,1.2439673875523738,26.636363636363637,1.3334570939988106,39.65811965811966,1.4307647225117455,45.12820512820513,1.4554301186903718,45.50898203592814,1.4571008104992356,49.18733960650128,1.4628210873046175,23.954703832752614,1.2602301680004981,27.874564459930312,1.3239346862000418,22.679509632224168,1.2397134348639447,27.933450087565674,1.328269905600036,26.32034632034632,1.2963333177546257,28.3982683982684,1.3274090920208002,24.893071000855432,1.2651960282598878,26.34730538922156,1.2889646336321776,41.23182207014543,1.4403430954801189,44.05474764756202,1.4526351746881594,47.6068376068376,1.4607124050727933,50.85470085470085,1.4621747769088316,39.93144815766924,1.4342730433140218,44.044558697514994,1.4538447043739726,40.547476475620186,1.436632346552815,44.56800684345594,1.4543550123713427,34.901625320787,1.39471822964639,39.69204448246364,1.4315865722726633,36.69803250641574,1.4102904772197402,40.290846877673225,1.4351663146567202,41.97424892703863,1.446523061975572,47.21030042918455,1.4632431076257388,23.380035026269702,1.2529990192849199,25.04378283712785,1.2826582911199609,21.49122807017544,1.2171044392432602,26.57894736842105,1.3089327373856323,39.86313088109495,1.4326321344263264,43.798118049615056,1.451716231691793,39.401709401709404,1.4291587182364234,42.9059829059829,1.4475946603446959,39.572649572649574,1.4302339573835618,45.72649572649573,1.457037187691782
Llama 3.1 8B,34.93355178106871,34.046193327630455,1.3865412436810631,38.57998289136014,1.4243429178521565,25.40633019674936,1.2737979176223202,31.394354148845167,1.3579515768185786,41.93825042881647,1.445730192225962,46.39794168096055,1.4610905374696916,38.47472150814053,1.4248372528066247,43.70179948586118,1.4526053574280178,42.00171086398631,1.4441744604939792,45.85115483319076,1.457969091956658,46.58119658119658,1.4589659037426645,51.70940170940172,1.4615335658955717,26.449912126537782,1.3080474014849117,28.822495606326886,1.3432502711015644,45.33789563729683,1.456640669542,50.38494439692045,1.4629709807757072,23.879310344827587,1.2523350311099362,25.948275862068964,1.2875974932279042,31.335616438356162,1.3578426820346112,34.93150684931507,1.3955924358244391,37.29683490162532,1.4150093168782436,41.74508126603935,1.4429375469140377,36.13013698630137,1.406200889834637,41.3527397260274,1.441586080759101,21.818181818181817,1.2458429963604876,26.636363636363637,1.3334570939988106,40.598290598290596,1.4363030734042452,45.2991452991453,1.455910923386511,45.85115483319076,1.4579690919566588,51.32591958939264,1.4624998352776108,23.606271777003485,1.2538940602339501,28.397212543554005,1.3314385027419904,22.59194395796848,1.2380182858386564,27.32049036777583,1.3191902021769173,26.666666666666668,1.3017637533870074,29.783549783549784,1.3461850392888213,25.40633019674936,1.2737979176223204,27.71599657827203,1.3096791903989584,41.14627887082977,1.4398950037131917,44.73909324208725,1.4548933904137582,47.863247863247864,1.4610524729617742,51.53846153846153,1.461696032622132,39.93144815766924,1.434273043314022,44.64438731790917,1.4558444976616594,40.547476475620186,1.436632346552816,45.93669803250642,1.458175340237769,35.32934131736527,1.3986208268539417,39.86313088109495,1.4326321344263262,37.98118049615056,1.4201184043263486,40.7185628742515,1.437587080412102,41.71673819742489,1.4452753854491631,47.21030042918455,1.463243107625739,23.29246935201401,1.2513648312962902,25.569176882662,1.2914927200463924,20.87719298245614,1.2042732340780657,25.877192982456144,1.2976950531295277,40.205303678357566,1.434668570613385,43.45594525235244,1.450429597278266,39.401709401709404,1.4291587182364227,42.39316239316239,1.4453654501670288,39.23076923076923,1.428065166088814,44.52991452991453,1.4536106383401224
LLaMAX Llama 3 8B,33.54259396887684,32.16424294268606,1.366767312105019,36.0136869118905,1.4046105119359262,24.721984602224122,1.2622759999132596,28.058169375534646,1.3146162224654292,40.39451114922813,1.4376108530313152,44.51114922813036,1.456043353244395,38.73179091688089,1.4265996300079515,43.27335047129392,1.4509570350032353,39.52095808383233,1.4305227276828252,44.73909324208725,1.4548933904137606,44.18803418803419,1.4524752635673521,47.94871794871795,1.4611572578037424,25.13181019332162,1.2864127017300466,29.173989455184536,1.3480750420781737,41.6595380667237,1.4425163203712228,46.706586826347305,1.459837152459733,24.224137931034484,1.2584845559514501,25.517241379310345,1.2805691042064071,29.10958904109589,1.3297694647757512,33.98972602739726,1.3865775733901355,37.12574850299401,1.4136848432206826,41.40290846877674,1.4412258199339592,34.58904109589041,1.3923842145416447,39.8972602739726,1.4334522927542825,20.81818181818182,1.22471570584712,28.000000000000004,1.3543983551594376,37.69230769230769,1.4173918836988364,43.162393162393165,1.4486497452664382,43.969204448246366,1.452333238786362,46.96321642429427,1.4603134472811798,24.56445993031359,1.2710420048124769,26.306620209059233,1.3000649685603958,23.380035026269702,1.2529990192849199,26.70753064798599,1.309796189257356,26.233766233766232,1.2949596102481122,29.264069264069263,1.3393204181306713,24.550898203592812,1.2593293013246192,26.34730538922156,1.288964633632178,39.948674080410605,1.4331480721213505,42.08725406330196,1.4445778557368834,44.27350427350427,1.452765642686416,48.376068376068375,1.4616169392347655,37.703513281919456,1.4192974170837818,41.645244215938305,1.443682058699636,35.75705731394354,1.4024008839912,42.34388366124893,1.4457613658173296,36.44140290846878,1.4081965431726309,40.633019674935845,1.437111972522202,36.35585970915312,1.4074889704073108,39.17878528656972,1.4283400270889492,39.65665236051502,1.4338252850739852,44.291845493562235,1.4559443777287822,22.59194395796848,1.2380182858386564,26.26970227670753,1.302889988637746,20.614035087719298,1.1986475646951533,25.35087719298246,1.2889824017406004,37.81009409751925,1.41886935080893,39.606501283147985,1.4310569378141729,38.88888888888889,1.4258229535420486,41.623931623931625,1.441722629030482,37.00854700854701,1.4121621753736044,42.30769230769231,1.4449784445415692
LLaMAX Llama 3 8B Alpaca,34.52817824149588,33.44739093242087,1.3805185437125276,37.72455089820359,1.418237785259838,24.2087254063302,1.2533551392825648,28.058169375534646,1.3146162224654299,42.109777015437395,1.4465422383837256,44.59691252144082,1.4563186717066452,39.0745501285347,1.4288843856553133,43.10197086546701,1.4502667862628538,40.290846877673225,1.4351663146567213,45.08126603934987,1.455917911815609,45.12820512820513,1.4554301186903726,50.085470085470085,1.4623863148445853,25.395430579964852,1.2908633545902473,30.14059753954306,1.360843332967061,44.48246364414029,1.4540792856560816,48.84516680923866,1.462624061094917,25.948275862068964,1.2875974932279055,26.637931034482758,1.298507051955417,31.76369863013699,1.3628179486722487,34.16095890410959,1.3882617148176328,36.783575705731394,1.4109788842172992,41.74508126603935,1.442937546914038,35.44520547945205,1.4002564205326855,39.55479452054795,1.4313474462861,21.818181818181817,1.2458429963604876,28.545454545454547,1.3623370433187927,39.05982905982906,1.4269532588379719,45.47008547008547,1.4563744061566655,44.73909324208725,1.45489339041376,49.700598802395206,1.4629881104802571,24.738675958188153,1.2740675198098843,26.56794425087108,1.3041877299765985,22.416812609457093,1.2346046759399971,26.79509632224168,1.3111576881435165,26.926406926406926,1.305769527051622,29.956709956709958,1.3484269428902806,25.91958939264328,1.2821662109963672,28.314798973481608,1.31825696212253,39.948674080410605,1.4331480721213512,43.627031650983746,1.4510816921925722,45.64102564102564,1.4568205835336108,49.82905982905983,1.4623799050537032,40.95972579263068,1.4401357385089228,44.73007712082262,1.456112659171179,39.34987168520102,1.4294405598373718,44.05474764756202,1.4526351746881592,37.63900769888794,1.4176015188369366,41.23182207014543,1.4403430954801189,35.8426005132592,1.4031422783275218,40.88964927288281,1.4385237598173262,41.11587982832618,1.442206335469405,44.46351931330472,1.456513803032512,23.46760070052539,1.2546257223787267,27.32049036777583,1.319190202176917,20.526315789473685,1.1967551751002548,25.526315789473685,1.2919140645180636,37.72455089820359,1.4182377852598371,39.948674080410605,1.4331480721213512,39.23076923076923,1.4280651660888144,42.47863247863248,1.4457480298413004,39.23076923076923,1.428065166088815,42.56410256410256,1.4461261870771167
